solution,id,name,tactics,techniques
"CiscoUmbrella","de2ec986-ee24-465f-adf2-b718997074c1","Cisco Umbrella - Requests to uncategorized resources","InitialAccess","T1071"
"CiscoWSA","ebbd2b87-44c6-481a-8e4f-eaf5aa76e017","Cisco WSA - Blocked files","InitialAccess","T1189"
"CiscoWSA","686ec2d3-fdbb-4fa2-b834-ff1d0f2486fb","Cisco WSA - Rare aplications","CommandAndControl Exfiltration","T1048 T1567"
"CiscoWSA","6d4d7689-5e1d-4687-b1fc-eb0b7340c9a3","Cisco WSA - Top aplications","InitialAccess","T1189"
"CiscoWSA","aaf6ba04-7a00-401e-a650-06e213f3bfbc","Cisco WSA - Top URLs","InitialAccess","T1189"
"CiscoWSA","deddf5e8-8fee-4ec5-9121-415eb954c34d","Cisco WSA - Uncategorized URLs","InitialAccess","T1189"
"CiscoWSA","9d08418d-e21e-4fd6-b9bc-d80ce786d2da","Cisco WSA - Uploaded files","InitialAccess","T1189"
"CiscoWSA","88edb5d8-3ad9-4004-aefa-43c289483935","Cisco WSA - Rare URL with error","InitialAccess CommandAndControl","T1189 T1048"
"CiscoWSA","04582ef2-42be-4371-9ecf-635337c92ddb","Cisco WSA - URL shorteners","InitialAccess","T1189"
"CiscoWSA","8c35faed-a8cf-4d8d-8c67-f14f2ff6e7e9","Cisco WSA - Potentially risky resources","InitialAccess","T1189"
"CiscoWSA","77ec347d-db28-4556-8a5a-dbc2ec7c9461","Cisco WSA - User errors","InitialAccess CommandAndControl","T1189 T1048"
"Claroty","6b24f3aa-01db-4d26-9d60-538dd9a56391","Claroty - Baseline deviation","InitialAccess","T1190"
"Claroty","8038c683-f4dc-481e-94c6-f906d880b0ec","Claroty - Conflict assets","InitialAccess","T1190"
"Claroty","a81f3a44-049c-409d-8b98-b78aa256dacf","Claroty - Critical Events","InitialAccess","T1190"
"Claroty","15569b45-4c34-4693-bf99-841e76b5da65","Claroty - PLC logins","InitialAccess","T1190"
"Claroty","917364b7-2925-4c5d-a27c-64137a3b75b5","Claroty - User failed logins","InitialAccess","T1190"
"Claroty","6c43a50e-2e59-48d9-848b-825f50927bbf","Claroty - Network scan sources","InitialAccess","T1190"
"Claroty","8e70ddf9-32c3-4acd-9cb9-59570344335e","Claroty - Network scan targets","InitialAccess","T1190"
"Claroty","de0fca32-85f3-45df-872e-41e980e5d8d3","Claroty - Unapproved access","InitialAccess","T1190"
"Claroty","fad6cb81-9a05-4acb-9c5b-a7c62af28034","Claroty - Unresolved alerts","InitialAccess","T1190"
"Claroty","3882ffbf-6228-4e1f-ab8f-8d79a26da0fb","Claroty - Write and Execute operations","InitialAccess","T1190"
"Cloud Identity Threat Protection Essentials","c7941212-4ff9-4d2d-b38d-54d78fa087cc","Application Granted EWS Permissions","Collection PrivilegeEscalation","T1078.004 T1114.002"
"Cloud Identity Threat Protection Essentials","b00f127c-46fa-40bd-9ab6-b266974d29cc","Detect Disabled Account Sign-in Attempts by Account Name","InitialAccess","T1078"
"Cloud Identity Threat Protection Essentials","0cd51b2e-d3b2-4001-8e3f-5cbb604f69b2","Detect Disabled Account Sign-in Attempts by IP Address","InitialAccess","T1078"
"Cloud Identity Threat Protection Essentials","86490334-5371-40a2-971a-3749c2654954","Sign-ins From VPS Providers","InitialAccess","T1078"
"Cloud Identity Threat Protection Essentials","cdc9b092-8a16-4559-9e5e-831877e8209a","Sign-ins from Nord VPN Providers","InitialAccess","T1078"
"Cloud Identity Threat Protection Essentials","4696e072-aca8-4a4f-bf05-89fddc5ac3c9","Interactive STS refresh token modifications","CredentialAccess","T1550.001"
"Cloud Identity Threat Protection Essentials","a73c52f2-b3a5-4fe4-be7d-4d59b8558590","Suspicious Sign-ins to Privileged Account","InitialAccess","T1078"
"Cloud Identity Threat Protection Essentials","2b6a3882-d601-4298-983b-880f6dc7acdb","User Granted Access and Grants Access to Other Users","Persistence PrivilegeEscalation","T1098 T1078"
"Cloud Service Threat Protection Essentials","8eff7055-9138-4edc-b8f0-48ea27e23c3c","Azure Key Vault Access Policy Manipulation","CredentialAccess","T1555"
"Cloud Service Threat Protection Essentials","8d5996b2-7d4c-4dcf-bb0d-0d7fdf0e2c75","Azure Resources Assigned Public IP Addresses","Impact","T1496"
"Cloudflare","5d72f483-929a-498a-b840-dff7deed2116","Cloudflare - Client errors","InitialAccess Impact","T1190 T1133 T1498"
"Cloudflare","20ef3865-fd1f-44a4-ac8f-8d026cf954e0","Cloudflare - Client TLS errors","InitialAccess Impact","T1190 T1133 T1498"
"Cloudflare","d72d0055-ae52-43b5-859e-db72e5ef183a","Cloudflare - Files requested","InitialAccess","T1190 T1133"
"Cloudflare","a6f1938f-2f87-446c-83ac-624c277cfd32","Cloudflare - Rare user agents","InitialAccess","T1190 T1133"
"Cloudflare","7c8f0bed-b25c-4d48-9afa-c505e141bf4b","Cloudflare - Server errors","InitialAccess Impact","T1190 T1133 T1498"
"Cloudflare","e1a9febc-6b37-47e6-b5a7-0eec7638ba82","Cloudflare - Server TLS errors","InitialAccess Impact","T1190 T1133 T1498"
"Cloudflare","eb7b88ab-47b1-483f-95b3-2b315d98d465","Cloudflare - Top Network rules","InitialAccess","T1190 T1133"
"Cloudflare","8a72cdb0-97d9-4547-9eca-1bdea2ccd796","Cloudflare - Top WAF rules","InitialAccess","T1190 T1133"
"Cloudflare","9fc7d945-0e82-4664-aca0-dc121a5cd7be","Cloudflare - Unexpected countries","InitialAccess","T1190 T1133"
"Cloudflare","0be3ddc1-99db-4153-ba3c-2c1e5c82560d","Cloudflare - Unexpected edge response","InitialAccess","T1190 T1133"
"ContinuousDiagnostics&Mitigation","e15944a8-4172-4208-a928-631e01920d9c","CDM_ContinuousDiagnostics&Mitigation_Posture","Discovery","T1082"
"Corelight","e9441d57-39f4-41fb-aaad-d02e47783d1a","Corelight - Abnormal Email Subject","InitialAccess","T1566"
"Corelight","f37e076e-69f6-4fcf-81dc-ca2bc5929eb5","Corelight - Compressed Files Transferred over HTTP","Exfiltration","T1560"
"Corelight","c5f3974b-f411-4a06-a3f8-ee14fcadd0e1","Corelight - Top sources of data transferred","Exfiltration","T1560"
"Corelight","3e42a796-9a4c-4ebf-a0e0-5282947986b5","Corelight - External Facing Services","InitialAccess","T1190 T1133"
"Corelight","0c3ad86f-6b92-4ff5-8d41-86ff7e01d518","Corelight - Files in logs","InitialAccess Exfiltration","T1566 T1560"
"Corelight","887e648f-32d7-4803-8cd4-2ceef7995872","Corelight - File uploads by source","Exfiltration","T1560"
"Corelight","69736969-6ae0-48cd-a05a-743f7372ee84","Corelight - Multiple Remote SMB Connections from single client","Discovery","T1135"
"Corelight","a518ea0c-f87a-4a79-8f45-2b5b6f44bd7f","Corelight - Obfuscated binary file","InitialAccess","T1189 T1133"
"Corelight","9aab6aac-6dad-4749-b8cf-46840b6d978f","Corelight - Rare PUT or POST","Persistence","T1100 T1505"
"Corelight","1ea3a384-77a4-4b0d-8e42-74d26b38ab5b","Corelight - Repetitive DNS Failures","CommandAndControl","T1094 T1043"
"CyberArkEPM","20fc7ee2-5387-4c4c-8819-77fb7bfb8d2a","CyberArkEPM - Elevation requests","Execution PrivilegeEscalation","T1204 T1078"
"CyberArkEPM","576cac40-d6f5-4ef9-9c3d-013b94656bea","CyberArkEPM - Powershell downloads","Execution","T1204 T1059"
"CyberArkEPM","f1490e77-2a5e-4f07-afd9-c2bb20e26d30","CyberArkEPM - Powershell scripts execution parameters","Execution","T1204 T1059"
"CyberArkEPM","8d72be65-d837-4e86-bca8-4a30e6834a22","CyberArkEPM - Process hash changed","DefenseEvasion","T1036"
"CyberArkEPM","cff4d318-eaec-43c9-8c3e-84f74c789b98","CyberArkEPM - Processes with Internet access attempts","CommandAndControl","T1095"
"CyberArkEPM","e96de960-f4d7-49a3-8de7-4f5b7e8537cf","CyberArkEPM - Processes run as admin","Execution PrivilegeEscalation","T1204 T1078"
"CyberArkEPM","37031fed-f7cb-45fc-a1c2-e2eab46cbba2","CyberArkEPM - Rare process vendors","Execution","T1204"
"CyberArkEPM","9cf63647-4e05-47cc-90ac-4a17cfd06a05","CyberArkEPM - Rare process run by users","Execution","T1204"
"CyberArkEPM","bd8511dd-ee8f-4c76-a9c8-b8f263ec7355","CyberArkEPM - Scripts executed on hosts","Execution","T1204"
"CyberArkEPM","e60cf50c-3ae0-44ac-9de1-ea13886973b8","CyberArkEPM - Suspicious activity attempts","Execution","T1204"
"Cybersixgill-Actionable-Alerts","532133dd-a8ed-4062-bf0d-f04dc97bb71a","Cybersixgill Actionable alerts",,
"Cyborg Security HUNTER","d7233f14-4705-403e-9db9-e0d677c9506b","Attempted VBScript Stored in Non-Run CurrentVersion Registry Key Value","DefenseEvasion","T1112"
"Cyborg Security HUNTER","6d1c9f13-e43e-4b52-a443-5799465d573b","Excessive Windows Discovery and Execution Processes - Potential Malware Installation","Discovery","T1016"
"Cyborg Security HUNTER","4894a60b-d2ee-4f24-be61-0d0c96a84e63","LSASS Memory Dumping using WerFault.exe - Command Identification","CredentialAccess","T1003"
"Cyborg Security HUNTER","37cba0d1-8aa5-4f8f-bb26-25a45475ca9a","Metasploit / Impacket PsExec Process Creation Activity","Execution","T1569.002"
"Cyborg Security HUNTER","b194088b-c846-4c72-a4b7-933627878db4","Potential Maldoc Execution Chain Observed","DefenseEvasion Execution InitialAccess","T1059 T1059.001 T1059.004 T1059.005 T1059.006 T1059.007 T1218.011 T1566.001 T1566.002"
"Cyborg Security HUNTER","e186a8af-3d4a-4003-93b7-9b199e0b1dd1","PowerShell Pastebin Download","CommandandControl","T1102"
"Cyborg Security HUNTER","d2d3bbc2-6e57-4043-ab24-988a6a6c88db","Powershell Encoded Command Execution","DefenseEvasion Execution","T1027 T1059.001"
"Cyborg Security HUNTER","fc36d683-385a-4ec2-842d-2982dbed97a4","Prohibited Applications Spawning cmd.exe or powershell.exe","CommandandControl","T1102"
"Cyborg Security HUNTER","3ac1e703-3ed0-45e1-ae1d-0fa60baf99fb","Proxy VBScript Execution via CurrentVersion Registry Key","DefenseEvasion Execution","T1059.005 T1218.005"
"Cyborg Security HUNTER","3bc6e8ef-9e08-4626-89e9-fda87866cc82","Rundll32 or cmd Executing Application from Explorer - Potential Malware Execution Chain","Execution","T1204.002"
"DNS Essentials","50f0cdfb-8b01-4eca-823d-2bbe6b8a5b95","'[Anomaly] Anomalous Increase in DNS activity by clients (ASIM DNS Solution)'","CommandAndControl","T1568 T1008 T1048"
"DNS Essentials","0a8f5777-f38a-4c37-b531-411bdecef976","CVE-2020-1350 (SIGRED) exploitation pattern (ASIM DNS Solution)","CommandAndControl","T1068 T1055"
"DNS Essentials","83e70a34-d96f-419d-815b-43d1499e88ed","Connection to Unpopular Website Detected (ASIM DNS Solution)","CommandAndControl","T1095"
"DNS Essentials","4717929b-121d-4d90-b7ba-e3259ef16aca","Top 25 DNS queries with most failures in last 24 hours (ASIM DNS Solution)","CommandAndControl","T1095"
"DNS Essentials","5366b848-0886-439f-b312-0b94bb687d06","Top 25 Domains with large number of Subdomains (ASIM DNS Solution)","CommandAndControl","T1568 T1008 T1048"
"DNS Essentials","b31b5d70-4c75-4a5f-8af7-6a83f6eb372c","Increase in DNS Requests by client than the daily average count (ASIM DNS Solution)","CommandAndControl Exfiltration","T1568 T1008 T1048"
"DNS Essentials","74e8773c-dfa9-45ca-bb60-5d767303e5b3","Possible DNS Tunneling or Data Exfiltration Activity (ASIM DNS Solution)","Exfiltration","T1568 T1008 T1048"
"DNS Essentials","c4956c0b-4527-406c-b135-ef44002e1e70","Potential beaconing activity (ASIM DNS Solution)","CommandAndControl","T1095 T1573 T1008 T1571 T1219"
"DNS Essentials","b35f6633-0d18-494c-a5e4-2828daf442bf","Top 25 Sources(Clients) with high number of errors in last 24hours (ASIM DNS Solution)","CommandAndControl","T1095"
"DNS Essentials","4c8d6412-5a48-42c3-8b5e-1f29fb15c749","Unexpected top level domains (ASIM DNS Solution)","CommandAndControl","T1095"
"Egress Defend","57ada8d5-7a26-4440-97fd-32c5c3fd0421","Dangerous emails with links clicked","Collection","T1039"
"Endpoint Threat Protection Essentials","eb022863-9ae2-41d4-b633-29e4d024b76f","Certutil (LOLBins and LOLScripts Normalized Process Events)","CommandAndControl","T1105"
"Endpoint Threat Protection Essentials","5db1f6f9-9de9-43a9-b7cc-357486b42fc6","Windows System Shutdown/Reboot (Normalized Process Events)","Impact","T1529"
"Endpoint Threat Protection Essentials","56ebae61-89cf-42d9-99f4-3dff8ba33885","Backup Deletion ","Impact","T1490"
"Endpoint Threat Protection Essentials","0e429446-2798-49e4-924d-c37338f24e23","Detect Certutil (LOLBins and LOLScripts) Usage","CommandAndControl","T1105"
"Endpoint Threat Protection Essentials","7108c86b-a3ef-42d0-b50b-3e251fb1f84c","Download of New File Using Curl","CommandAndControl","T1071"
"Endpoint Threat Protection Essentials","299472c4-8382-4c5b-82d9-718cda193393","Execution of File with One Character in the Name ","Execution","T1059"
"Endpoint Threat Protection Essentials","f82c89fa-c969-4d12-832f-04d55d14522c","Persisting via IFEO Registry Key ","Persistence","T1546.012"
"Endpoint Threat Protection Essentials","e10e1d2f-265d-4d90-9037-7f3a6ed8a91e","Potential Microsoft Security Services Tampering","DefenseEvasion","T1562.001"
"Endpoint Threat Protection Essentials","8f658a80-7fa9-4524-a95b-d9ab608e8850","Remote Login Performed with WMI","Execution","T1047"
"Endpoint Threat Protection Essentials","7aad876a-a6fe-4c11-879e-8b29d35ff739","Remote Scheduled Task Creation or Update using ATSVC Named Pipe","Persistence","T1053.002"
"Endpoint Threat Protection Essentials","0b827a49-427e-4721-b05e-b151a8af524e","Scheduled Task Creation or Update from User Writable Directory","Execution","T1053.005"
"Endpoint Threat Protection Essentials","c2074fce-b5ba-4c0a-9332-d08b8fc43c53","Rundll32 (LOLBins and LOLScripts)","DefenseEvasion","T1218.011"
"Endpoint Threat Protection Essentials","8f424a4c-0487-45a3-92b8-00a7a8745b69","Suspicious Powershell Commandlet Execution ","Execution","T1059"
"Endpoint Threat Protection Essentials","a953f304-12e4-48ae-bedc-d58fb1b0c6a6","Unicode Obfuscation in Command Line","DefenseEvasion","T1027"
"Endpoint Threat Protection Essentials","e3e8c913-e5e9-4517-b4f7-dd1ec071888f","Rare Windows Firewall Rule updates using Netsh","Execution","T1204"
"Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","9fc7d945-0e82-4664-aca0-dc121a7rt5nt","Fortiweb - Unexpected countries","InitialAccess","T1190 T1133"
"Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","3rg4d567-0e82-4664-aca0-dc121a7th3ht","Fortiweb - identify owasp10 vulnerabilities","InitialAccess","T1190"
"GitHub","f0d30d3c-e6ad-480a-90e8-1bd7cc84881b","GitHub First Time Invite Member and Add Member to Repo","Persistence","T1136"
"GitHub","b8508e24-47a6-4f8e-9066-3cc937197e7f","GitHub Inactive or New Account Access or Usage","Persistence","T1136"
"GitHub","67da5c4e-49f2-476d-96ff-2dbe4b855a48","GitHub Mass Deletion of repos or projects","Impact","T1485"
"GitHub","667e6a70-adc9-49b7-9cf3-f21927c71959","GitHub OAuth App Restrictions Disabled","Persistence DefenseEvasion","T1505 T1562"
"GitHub","ec986fb7-34ed-4528-a5f3-a496e61d8860","GitHub Update Permissions","Persistence DefenseEvasion","T1098 T1562"
"GitHub","a6e2afd3-559c-4e88-a693-39c1f6789ef1","GitHub Repo switched from private to public","Collection","T1213"
"GitHub","c3237d88-fdc4-4dee-8b90-118ded2c507c","GitHub First Time Repo Delete","Impact","T1485"
"GitHub","f18c4dfb-4fa6-4a9d-9bd3-f7569d1d685a","GitHub User Grants Access and Other User Grants Access","Persistence PrivilegeEscalation ","T1098 T1078"
"GoogleCloudPlatformDNS","74267de2-ff2e-415a-9e2a-5a99b471a1e2","Google DNS - Errors","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","74267de2-ff2e-415a-9e2a-5a99b471a1e2","Google DNS - Errors","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","8459cf31-9c5d-48a8-88ca-c4b1a6014031","Google DNS - Requests to IP lookup resources","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","e909c48d-7bd4-45d0-bfb9-319b5fdc6332","Google DNS - Requests to online shares","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","49d88918-03c8-4e22-9c8b-843e79cad6f5","Google DNS - Rare domains","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","9e3145ef-f6bf-4dd0-8783-a0847f68cb54","Google DNS - Domains with rare errors","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","53b91d17-f6a7-4439-8d9a-0aebf0abeea2","Google DNS - Requests to TOR resources","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","3cff73de-8c4a-46f5-85d8-3f1c051876f1","Google DNS - Server latency","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","e85a5d94-1f9f-4ce1-b54d-c61bbd24c41f","Google DNS - Sources with high number of errors","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","1823db08-2ba4-4624-900f-9be0f950ea57","Google DNS - Unexpected top level domains","CommandAndControl","T1095"
"GoogleCloudPlatformDNS","2aff9e01-d3bb-4455-94e3-66be758474bd","Google DNS - Unusual top level domains","CommandAndControl","T1095"
"GoogleCloudPlatformIAM","0ab42aac-2c86-443c-80fa-ef8cdd0d997e","GCP IAM - Changed roles","PrivilegeEscalation","T1078"
"GoogleCloudPlatformIAM","0ab42aac-2c86-443c-80fa-ef8cdd0d997e","GCP IAM - Changed roles","PrivilegeEscalation","T1078"
"GoogleCloudPlatformIAM","b758750b-18e8-4aec-a831-c9a1a312d314","GCP IAM - Deleted service accounts","Impact","T1531"
"GoogleCloudPlatformIAM","f228b2ca-3604-475a-8bd1-33b6c5dbcd3d","GCP IAM - Disabled service accounts","Impact","T1531"
"GoogleCloudPlatformIAM","e9accd25-ecff-4076-b2da-3102bf95bec5","GCP IAM - New custom roles","PrivilegeEscalation","T1078"
"GoogleCloudPlatformIAM","52518413-437b-4f79-86d3-28c8c1fafb66","GCP IAM - New service accounts","Persistence","T1136"
"GoogleCloudPlatformIAM","33bf838b-a85e-4051-8646-07f4e47ee4ea","GCP IAM - New service account keys","LateralMovement","T1550"
"GoogleCloudPlatformIAM","85e64fe8-aeed-4021-85de-fdf539917ca1","GCP IAM - Rare IAM actions","InitialAccess","T1078"
"GoogleCloudPlatformIAM","ee96562f-cb40-42fd-80d6-dce38cb38f5c","GCP IAM - Rare user agent","DefenseEvasion","T1078"
"GoogleCloudPlatformIAM","27234847-8d3f-4d33-a3ef-5d3ec2575154","GCP IAM - Top service accounts by failed actions","Discovery","T1580 T1526"
"GoogleCloudPlatformIAM","2f906618-68e1-49ae-a961-8483cb7b6523","GCP IAM - Top source IP addresses with failed actions","Discovery","T1580 T1526"
"GoogleWorkspaceReports","69e8a40f-6508-4f43-8eef-2f78ad6174df","GWorkspace - Document Copied from Share Drive to Private Drive","Exfiltration Impact","T1537 T1565"
"GoogleWorkspaceReports","00d743e2-5dac-11ec-bf63-0242ac130002","GWorkspace - Document shared externally","Exfiltration Impact","T1048 T1565"
"GoogleWorkspaceReports","e37c86ea-5dab-11ec-bf63-0242ac130002","GWorkspace - Document shared publicy in web","Exfiltration Impact","T1048 T1565"
"GoogleWorkspaceReports","c7c65c78-5dab-11ec-bf63-0242ac130002","GWorkspace - Document shared publicy with link","Exfiltration Impact","T1048 T1565"
"GoogleWorkspaceReports","b1235ce0-06a0-446b-baad-852874f57bd4","GWorkspace - License Revoke and Assignment to User","Exfiltration","T1537"
"GoogleWorkspaceReports","bb6bf88e-5dab-11ec-bf63-0242ac130002","GWorkspace - Multi IP addresses by user","InitialAccess","T1078"
"GoogleWorkspaceReports","29ce9d14-5dab-11ec-bf63-0242ac130002","GWorkspace - Possible SCAM/SPAM or Phishing via Calendar","InitialAccess","T1566"
"GoogleWorkspaceReports","0b20d206-5dab-11ec-bf63-0242ac130002","GWorkspace - Rare document types by users","InitialAccess","T1566"
"GoogleWorkspaceReports","2da2122e-5da9-11ec-bf63-0242ac130002","GWorkspace - Shared private document","Exfiltration Impact","T1048 T1565"
"GoogleWorkspaceReports","26cea052-5da9-11ec-bf63-0242ac130002","GWorkspace - Suspended users","Impact","T1531"
"GoogleWorkspaceReports","1efb71b6-5da9-11ec-bf63-0242ac130002","GWorkspace - Uncommon user agent strings","Persistence Collection","T1185 T1176"
"GoogleWorkspaceReports","05189314-5e58-11ec-bf63-0242ac130002","GWorkspace - Unknown login type","InitialAccess DefenseEvasion LateralMovement","T1550 T1078"
"GoogleWorkspaceReports","181bda98-5da9-11ec-bf63-0242ac130002","GWorkspace - User reported calendar invite as spam","InitialAccess","T1566"
"GoogleWorkspaceReports","1087fb40-5da9-11ec-bf63-0242ac130002","GWorkspace - Users with several devices","InitialAcces","T1078"
"ImpervaCloudWAF","e360c980-b515-4c27-921c-19d411bd059d","Imperva - Top destinations with blocked requests","InitialAccess Impact","T1190 T1133 T1498"
"ImpervaCloudWAF","4cf72a93-537a-4c1f-83a3-0a5b743fe93e","Imperva - Applications with insecure web protocol version","InitialAccess","T1190"
"ImpervaCloudWAF","1f99e54f-0e75-474e-8232-90963207f02b","Imperva - Non HTTP/HTTPs applications","InitialAccess","T1190"
"ImpervaCloudWAF","426a8b59-41ad-4022-bb01-cf914fd5687a","Imperva - Rare applications","InitialAccess","T1190"
"ImpervaCloudWAF","4a8a88af-4f40-40bd-aca8-e016dd6960de","Imperva - Rare client applications","InitialAccess","T1190"
"ImpervaCloudWAF","e68c3b84-7895-41d5-a9af-4ef776e82408","Imperva - Rare destination ports","InitialAccess","T1190"
"ImpervaCloudWAF","4cb3088c-445a-4a99-a90f-d583fe253a7d","Imperva - request from known bots","InitialAccess","T1190"
"ImpervaCloudWAF","ec5b9eb6-f43a-40fc-ae65-2af9ae1e77ae","Imperva - Top sources with blocked requests","InitialAccess Impact","T1190 T1133 T1498"
"ImpervaCloudWAF","934f19a5-f4bc-47eb-a213-db918b097434","Imperva - Top applications with error requests","InitialAccess","T1190"
"ImpervaCloudWAF","c359e40f-3a56-4e75-8dbb-41e5057bba64","Imperva - Top sources with error requests","InitialAccess","T1190"
"Jamf Protect","2b0ec436-80d6-4e63-b3da-e35048724f37","JamfProtect - macOS - AtomicStealer","Exfiltration","T1020"
"Jamf Protect","f0a1bacb-eb6a-4edc-99a9-839a77be3a33","JamfProtect - macOS - DazzleSpy","ResourceDevelopment","T1587 T1587.001"
"Jamf Protect","8d9a199b-7968-476b-b02b-d030a010609c","JamfProtect - macOS - JokerSpy","Execution Masquerading","T1059 T1036"
"Jamf Protect","60b1269f-374e-49dd-8b10-e4ef85d5bd65","JamfProtect - macOS - KandyKorn","Exfiltration","T1020"
"Jamf Protect","ec2f21aa-a9c5-42fd-9ee1-c59f30b4fdd6","JamfProtect - macOS - PureLand","Exfiltration","T1020"
"Jamf Protect","223f6758-e134-45e8-a9d6-4ca8455799fb","JamfProtect - macOS - RustBucket","Exfiltration","T1020"
"Jamf Protect","09161cb2-f28a-437c-83e3-60b8545dc8f2","JamfProtect - macOS - Turtle","Exfiltration","T1020"
"LastPass","b43fc364-69fc-4d3e-8834-6743ab5725e9","Failed sign-ins into LastPass due to MFA.","InitialAccess","T1078"
"LastPass","d292d770-69a4-4399-9272-6e86c4e53e58","Login into LastPass from a previously unknown IP.","InitialAccess","T1078 T1190"
"LastPass","e70f1b22-acd1-493f-bba5-b28bea988940","Password moved to shared folders","Collection","T1039"
"Legacy IOC based Threat Protection","e2629949-2043-4421-8064-bca23c8491dd","Dev-0056 Command Line Activity November 2021","CommandAndControl","T1071"
"Legacy IOC based Threat Protection","6bfea14f-2122-46b3-8f8b-3947e0fb6d92","Dev-0322 Command Line Activity November 2021 (ASIM Version)","Persistence LateralMovement CommandAndControl","T1078 T1219 T1021"
"Legacy IOC based Threat Protection","78fa22f9-0c13-4847-bbe6-6a7aa1b47547","Dev-0322 Command Line Activity November 2021","Persistence LateralMovement CommandAndControl","T1078 T1219 T1021"
"Legacy IOC based Threat Protection","9b72769e-6ab1-4736-988b-018d92dc5e62","Dev-0322 File Drop Activity November 2021 (ASIM Version)","Persistence CommandAndControl","T1078 T1219"
"Legacy IOC based Threat Protection","5bf2d4d8-ea03-4673-aaf8-716a61446022","Dev-0322 File Drop Activity November 2021","Persistence CommandAndControl","T1078 T1219"
"Legacy IOC based Threat Protection","b8b7574f-1cd6-4308-822a-ab07256106f8","Retrospective hunt for Forest Blizzard IP IOCs","CommandAndControl","T1071"
"Legacy IOC based Threat Protection","767b8f6d-8029-4c92-afe1-282167d9d49a","Connection from external IP to OMI related Ports","Reconnaissance InitialAccess","T1595 T1190"
"Legacy IOC based Threat Protection","bb30abbc-9af6-4a37-9536-e9207e023989","Nylon Typhoon Command Line Activity November 2021","Collection","T1074.001"
"Legacy IOC based Threat Protection","f090f8f4a-b986-42d2-b536-e0795c723e25","Known Nylon Typhoon Registry modifications patterns","Persistence","T1546.012"
"Legacy IOC based Threat Protection","278592b5-612b-48a4-bb38-4c01ff8ee2a5","SolarWinds Inventory","Execution","T1072"
"MailGuard 365","5e3aa1a5-5b69-421e-a3ac-32b04cb10353","MailGuard 365 - High Confidence Threats","Reconnaissance","T1598"
"MailGuard 365","daaae6ad-1fd0-4efa-b571-116689e67a20","MailGuard 365 - Malware Threats","InitialAccess Reconnaissance","T1592 T1589 T1590 T1591 T1189 T1190"
"MailGuard 365","ee15ed10-d355-474e-b8ad-a8bbb76f6d38","MailGuard 365 - Phishing Threats","InitialAccess Reconnaissance Credential Access","T1598 T1566"
"Malware Protection Essentials","ab8ddb26-050c-40aa-aaf0-bfb7e3eeb05f","Executable Files Created in Uncommon Locations","Persistence PrivilegeEscalation DefenseEvasion","T1037 T1547 T1564"
"Malware Protection Essentials","64e199a8-b26c-462f-a65c-09ed9b53a47b","Detect File Creation in Startup Folder","Persistence PrivilegeEscalation DefenseEvasion","T1547 T1112"
"Malware Protection Essentials","595aea5c-74c7-415b-8b12-10af1a338cdf","Detect Files with Ramsomware Extensions","Execution Impact","T1204 T1486"
"Malware Protection Essentials","b43394b9-fa91-4d98-b331-619926a933bb","Detect New Scheduled Task Creation that Run Executables From Non-Standard Location","Execution PrivilegeEscalation Persistence","T1053"
"Malware Protection Essentials","4dc0aae4-6375-4670-b138-8c42490ba206","Detect New Scheduled Task Entry Creations","Execution PrivilegeEscalation Persistence","T1053"
"Malware Protection Essentials","54b222c4-0149-421e-9d6d-da66da50495a","Detect Modification to System Files or Directories by User Accounts","DefenseEvasion Persistence PrivilegeEscalation","T1036 T1543"
"MaturityModelForEventLogManagementM2131","b3e0bfd4-52d2-4684-9514-716035cdbff2","M2131_RecommendedDatatableNotLogged_EL0","Discovery","T1082"
"MaturityModelForEventLogManagementM2131","f9e0ae98-6828-4d5a-b596-7c4586bb14f6","M2131_RecommendedDatatableNotLogged_EL1","Discovery","T1082"
"MaturityModelForEventLogManagementM2131","76326a24-1223-4066-88a3-3826e3768932","M2131_RecommendedDatatableNotLogged_EL2","Discovery","T1082"
"MaturityModelForEventLogManagementM2131","8b415f2d-44c1-4edb-8ca6-ddf7d2d28b20","M2131_RecommendedDatatableNotLogged_EL3","Discovery","T1082"
"McAfee ePolicy Orchestrator","dff3c841-6e3e-432e-ad68-3ddd7326bc01","McAfee ePO - Agent Errors","DefenseEvasion","T1070"
"McAfee ePolicy Orchestrator","e838519b-1f03-417f-863b-6c1a141677ee","McAfee ePO - Applications blocked or contained","InitialAccess Execution","T1204 T1189"
"McAfee ePolicy Orchestrator","851b63f1-cc5d-44d5-b505-9444a5e87076","McAfee ePO - Email Treats","InitialAccess","T1566"
